filepath,filename,partition,label,size_bytes,mod_time,mod_datetime,md5,is_corrupted,width,height,mode,format,aspect_ratio,phash,mean_brightness,std_brightness,outlier_reason
c:/Github/BDC2026\train\2_Organic\O_6865.jpg,O_6865.jpg,train,2_Organic,27850,1782418932.0,2026-06-26 03:22:12,cb41d8e8ade7181c7b1c3599dfbcc47f,False,264,191,RGB,JPEG,1.382198952879581,8c81cd6eb717f920,89.665225553969,99.23536605128403,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_6941.jpg,O_6941.jpg,train,2_Organic,26094,1782418932.0,2026-06-26 03:22:12,dc0efaf298b46ee329261abc02e12163,False,292,172,RGB,JPEG,1.697674418604651,838c3dbf6278829e,125.80129021981524,103.24076755235076,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_6944.jpg,O_6944.jpg,train,2_Organic,25467,1782418932.0,2026-06-26 03:22:12,3f1f82989a76bdb039e982441c4ec500,False,275,183,RGB,JPEG,1.5027322404371584,d1977970a788ee84,112.15960920682232,98.59758684563718,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_6958.jpg,O_6958.jpg,train,2_Organic,30445,1782418932.0,2026-06-26 03:22:12,b6562db34d695b8295f7e7f368b29d3c,False,277,182,RGB,JPEG,1.521978021978022,d2b9a1a3ff803da0,107.43686938813293,91.93682015516269,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_6995.jpg,O_6995.jpg,train,2_Organic,29070,1782418932.0,2026-06-26 03:22:12,98f9a189c1b5d710dc73785373f3d7c4,False,300,168,RGB,JPEG,1.7857142857142858,c67afad292d38381,136.04919312169312,83.19482804576052,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_7003.jpg,O_7003.jpg,train,2_Organic,27309,1782418932.0,2026-06-26 03:22:12,89182cdc84e08596e9a2c4b7b2196ac5,False,290,174,RGB,JPEG,1.6666666666666667,df8d531ec0c2c4f2,129.68924560708152,66.8505622479476,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_7011.jpg,O_7011.jpg,train,2_Organic,25673,1782418932.0,2026-06-26 03:22:12,462366df26295ad7002fefecaaf22e31,False,318,159,RGB,JPEG,2.0,c3fd13e859c41eb0,127.40125654312197,94.86853806537225,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_7016.jpg,O_7016.jpg,train,2_Organic,24005,1782418932.0,2026-06-26 03:22:12,34f498add85b196d960fb0500e6face2,False,225,225,RGB,JPEG,1.0,bef4808fcf2848da,120.50373004115227,102.85897106560411,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_7027.jpg,O_7027.jpg,train,2_Organic,24769,1782418932.0,2026-06-26 03:22:12,6be756ed93cf6a905e472731b2071b83,False,225,225,RGB,JPEG,1.0,919ea905b7f14d32,103.37703374485596,97.07614461719788,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_7051.jpg,O_7051.jpg,train,2_Organic,25193,1782418932.0,2026-06-26 03:22:12,9cdcf4ceeb2c5c9921121775a8495e2f,False,259,194,RGB,JPEG,1.3350515463917525,f5fa38b160f16185,94.0639254866059,92.09510578040293,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_7164.jpg,O_7164.jpg,train,2_Organic,30611,1782418934.0,2026-06-26 03:22:14,5046aa51c940224ed6eba1aecd5c3c59,False,275,183,RGB,JPEG,1.5027322404371584,980f215af425fe95,127.8396224540487,55.2762311521544,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_7178.jpg,O_7178.jpg,train,2_Organic,25645,1782418934.0,2026-06-26 03:22:14,07d87433794f587c41df0fa6d16131c8,False,259,194,RGB,JPEG,1.3350515463917525,d18f1eb0e12f7c30,89.69669890803912,81.2620707435662,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_7212.jpg,O_7212.jpg,train,2_Organic,22591,1782418934.0,2026-06-26 03:22:14,cb1840db44e75307a4ddd4aeba46195e,False,190,194,RGB,JPEG,0.979381443298969,e4ff1ef05f024816,116.4503074697052,86.65229688690737,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_7237.jpg,O_7237.jpg,train,2_Organic,27328,1782418934.0,2026-06-26 03:22:14,f82f54cfe3dcc2a5de13cf804cc7a695,False,300,168,RGB,JPEG,1.7857142857142858,eac0ec38be339233,110.90970899470899,101.32691383878688,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_726.jpg,O_726.jpg,train,2_Organic,26416,1782418934.0,2026-06-26 03:22:14,f913e35bc1d92c2d32abaedef8f69007,False,259,194,RGB,JPEG,1.3350515463917525,b1613c4ec2668fd3,101.40016452387586,98.6162217700297,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_7262.jpg,O_7262.jpg,train,2_Organic,22987,1782418934.0,2026-06-26 03:22:14,ed367cf1175f008d56ba72f8e47ddea5,False,225,225,RGB,JPEG,1.0,ad7a8763d483d512,147.6099489711934,97.40945699547463,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_733.jpg,O_733.jpg,train,2_Organic,26663,1782418934.0,2026-06-26 03:22:14,285055cbf17488933c49fe55c0739ea0,False,290,174,RGB,JPEG,1.6666666666666667,f6f50dea2291c1b4,116.6802417756639,101.83908381399624,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_736.jpg,O_736.jpg,train,2_Organic,22435,1604328414.0,2020-11-02 21:46:54,8da4fd042b1a7afaad32937a8b46b795,False,280,180,RGB,JPEG,1.5555555555555556,da2c585125baabf1,89.07000661375662,65.58189022257532,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_7389.jpg,O_7389.jpg,train,2_Organic,22640,1782418934.0,2026-06-26 03:22:14,740ee57d141ff8371e45fc5ba6a1d099,False,299,168,RGB,JPEG,1.7797619047619047,d7840b967ade704a,105.5091774167861,82.02514653642054,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_7451.jpg,O_7451.jpg,train,2_Organic,28849,1782418934.0,2026-06-26 03:22:14,1e91cccfb1480d55e2e4defbc1d3213b,False,259,194,RGB,JPEG,1.3350515463917525,89cdc1cd11571677,125.50211625469358,89.07736832231815,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_7702.jpg,O_7702.jpg,train,2_Organic,23262,1782418936.0,2026-06-26 03:22:16,bac9957bc7ca738a6d88f3e1a57e6c2e,False,275,183,RGB,JPEG,1.5027322404371584,c0bf0932287d76f1,116.04685543964233,98.92402193878841,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_779.jpg,O_779.jpg,train,2_Organic,22690,1604328414.0,2020-11-02 21:46:54,eade1a2855c2970f1de349cc09d51cd4,False,416,121,RGB,JPEG,3.43801652892562,d2f02f8f31a8758a,168.76168150031788,87.96787348914718,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_784.jpg,O_784.jpg,train,2_Organic,25147,1782418936.0,2026-06-26 03:22:16,b96c0247b30669129d27fef0739bbd6d,False,307,164,RGB,JPEG,1.8719512195121952,ca83e21cbc5e9593,103.52901141389265,91.72551063086519,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_791.jpg,O_791.jpg,train,2_Organic,23411,1782418936.0,2026-06-26 03:22:16,5f88e282ef69d6d21cdd09a4990c283b,False,290,174,RGB,JPEG,1.6666666666666667,babccb58bcfc1401,106.53505086537193,98.21883293364279,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_7942.jpg,O_7942.jpg,train,2_Organic,26147,1782418938.0,2026-06-26 03:22:18,26f09f50e3199fcabcf294214c2dbbd1,False,275,183,RGB,JPEG,1.5027322404371584,f2ec2ed509885d8e,89.03019705249214,72.08653781404428,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_7948.jpg,O_7948.jpg,train,2_Organic,22349,1782418938.0,2026-06-26 03:22:18,c2c3c3a6bcad427bea8ce61c15e6ea85,False,225,225,RGB,JPEG,1.0,cfccb9d2778842a1,77.44986337448559,94.71262565004774,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_7980.jpg,O_7980.jpg,train,2_Organic,25064,1782418938.0,2026-06-26 03:22:18,c7b69d3687bca1f0a743cc4c261e2656,False,259,194,RGB,JPEG,1.3350515463917525,faaaeaa8a1bc01f4,90.7504676989213,64.31929696336162,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_8084.jpg,O_8084.jpg,train,2_Organic,28824,1782418938.0,2026-06-26 03:22:18,ab94d2f69cb6ae58b76235d4e22551c4,False,262,193,RGB,JPEG,1.3575129533678756,f3984ac866d7455c,104.53161544647918,91.76961915086771,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_8149.jpg,O_8149.jpg,train,2_Organic,25878,1782418938.0,2026-06-26 03:22:18,596258fcc4d8ec7b2aa4fcd09144983e,False,275,183,RGB,JPEG,1.5027322404371584,ae2ea66664a5e507,138.1359364133135,107.32036727257564,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_821.jpg,O_821.jpg,train,2_Organic,22483,1782418938.0,2026-06-26 03:22:18,bad968409183af21d22e45eff140bf14,False,300,168,RGB,JPEG,1.7857142857142858,d7794e24ea2a31d1,91.71806878306877,91.58671809564896,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_8210.jpg,O_8210.jpg,train,2_Organic,29323,1782418938.0,2026-06-26 03:22:18,86455c1ff5fe635ed0ab43306828f593,False,272,185,RGB,JPEG,1.4702702702702704,c48ab89dff6c4306,104.77490726020137,48.46132188470515,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_8225.jpg,O_8225.jpg,train,2_Organic,24375,1604328414.0,2020-11-02 21:46:54,4c4b6f34a804d372ccce6bf618d88a47,False,259,194,RGB,JPEG,1.3350515463917525,c8fd80b1b2cd5731,103.71114118536798,52.829886493005596,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_8236.jpg,O_8236.jpg,train,2_Organic,23882,1782418938.0,2026-06-26 03:22:18,25872bd017cdfbed05c362a7cafd754f,False,386,130,RGB,JPEG,2.9692307692307693,81a6fff81e0d606a,107.78049687790622,100.84662553914313,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_8303.jpg,O_8303.jpg,train,2_Organic,23501,1604328414.0,2020-11-02 21:46:54,814282cf79c2164b56f9f30fa7ee9cde,False,287,176,RGB,JPEG,1.6306818181818181,add8932c05e11ede,93.47805142012459,34.80904210117374,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_8340.jpg,O_8340.jpg,train,2_Organic,31621,1782418940.0,2026-06-26 03:22:20,eb33cae19f285c4ee6c982296b057f6f,False,225,225,RGB,JPEG,1.0,abd5ab30a8519cd3,82.75669465020576,66.15807511256538,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_8350.jpg,O_8350.jpg,train,2_Organic,28611,1782418940.0,2026-06-26 03:22:20,7629fb262bc73ee34aa6ab893a82b21d,False,269,187,RGB,JPEG,1.4385026737967914,9cbd805a766296b9,85.62241483278001,63.19584940846351,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_8363.jpg,O_8363.jpg,train,2_Organic,29752,1782418940.0,2026-06-26 03:22:20,9a7114772e785025b3c5c85b6145a3f2,False,275,183,RGB,JPEG,1.5027322404371584,c9946e3b6c81a56d,93.20049014737539,60.10367229564679,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_8364.jpg,O_8364.jpg,train,2_Organic,22195,1782418940.0,2026-06-26 03:22:20,6beff6b8c4c5cf5ab1b8e9c24a08a8f5,False,289,175,RGB,JPEG,1.6514285714285715,af954ad04f50365d,91.45223924864064,78.51538700971604,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_8371.jpg,O_8371.jpg,train,2_Organic,29804,1782418940.0,2026-06-26 03:22:20,1d7756af8d0129ff14baf0777c03b974,False,225,225,RGB,JPEG,1.0,ab811aeb2946bef0,107.46234732510288,54.17717341476119,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_838.jpg,O_838.jpg,train,2_Organic,22482,1782418940.0,2026-06-26 03:22:20,1bbe58b28e5a73decf02aff8d0665bd8,False,385,131,RGB,JPEG,2.9389312977099236,e87e3f8347051d58,111.92559399887644,97.44079019118205,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_8393.jpg,O_8393.jpg,train,2_Organic,32578,1782418940.0,2026-06-26 03:22:20,9d86c7ff1e0847abede6cb19105fcc27,False,326,154,RGB,JPEG,2.116883116883117,d0bc1c3e0b15f0fa,88.19414787666322,69.26277984783403,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_8401.jpg,O_8401.jpg,train,2_Organic,23668,1782418940.0,2026-06-26 03:22:20,abd084bd102c56d37d463d366e4efe53,False,273,184,RGB,JPEG,1.483695652173913,c4d935ad4d0359d5,107.90329537612148,69.24347997816123,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_8435.jpg,O_8435.jpg,train,2_Organic,29081,1782418940.0,2026-06-26 03:22:20,a5d011def923f9006c141cd71b7bbde3,False,259,194,RGB,JPEG,1.3350515463917525,8e9cf1e4f381e909,109.24433785773992,70.38268388830068,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_8466.jpg,O_8466.jpg,train,2_Organic,27120,1782418940.0,2026-06-26 03:22:20,96a39869b8876ba0ce5aa2a43556baed,False,275,183,RGB,JPEG,1.5027322404371584,f5ac4bf0d90ad18c,94.60686868686868,58.59828408354296,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_8475.jpg,O_8475.jpg,train,2_Organic,24405,1782418940.0,2026-06-26 03:22:20,52bad135cbd7a3821933d176f9b0b9f0,False,275,183,RGB,JPEG,1.5027322404371584,858d0f2fa6b2b23a,85.07478721642656,96.01891512338227,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_8490.jpg,O_8490.jpg,train,2_Organic,37019,1604328416.0,2020-11-02 21:46:56,97b9ad44289bd8870dd476e815ec2c04,False,225,225,RGB,JPEG,1.0,fe4be595c4878868,51.34176131687243,36.35173745838261,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_8538.jpg,O_8538.jpg,train,2_Organic,22313,1782418940.0,2026-06-26 03:22:20,2c8b519ba603223f55c02c9c57cb21da,False,225,225,RGB,JPEG,1.0,b432484bcaa6b7b5,91.22066172839506,63.98832346013712,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_8539.jpg,O_8539.jpg,train,2_Organic,31834,1782418940.0,2026-06-26 03:22:20,28fdfa8464205525e711ed868a153379,False,225,225,RGB,JPEG,1.0,cfc02be05dc43ec9,82.25299094650205,47.95367228554296,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_8575.jpg,O_8575.jpg,train,2_Organic,31989,1782418942.0,2026-06-26 03:22:22,90b235c9fd290eb55cf3d286281a3ade,False,282,179,RGB,JPEG,1.5754189944134078,c1cfd720cd3fd030,136.82760806688063,71.32695536429019,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_8590.jpg,O_8590.jpg,train,2_Organic,26249,1782418942.0,2026-06-26 03:22:22,0f0fb30cf5c052a7a96126b1cd413bfe,False,275,183,RGB,JPEG,1.5027322404371584,aa48d007c37fc73c,122.8247060771651,101.42905709859212,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_861.jpg,O_861.jpg,train,2_Organic,22643,1604328416.0,2020-11-02 21:46:56,5d1f78a8508059e967bdfa2e2bc4e1e8,False,275,183,RGB,JPEG,1.5027322404371584,d5c4377f809e0a78,115.04843848319258,81.78056792091644,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_8729.jpg,O_8729.jpg,train,2_Organic,27351,1782418942.0,2026-06-26 03:22:22,35e52c5464fad7a84da8d0d954d7740d,False,275,183,RGB,JPEG,1.5027322404371584,c16dd73cc09de01d,136.74943533697632,62.36626718530727,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_8736.jpg,O_8736.jpg,train,2_Organic,25409,1782418942.0,2026-06-26 03:22:22,2b8d2301390bc30c36755f8d47814bce,False,275,183,RGB,JPEG,1.5027322404371584,cbe4ec60541137f5,141.72947176684883,102.99461857368352,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_8753.jpg,O_8753.jpg,train,2_Organic,26224,1782418942.0,2026-06-26 03:22:22,72d7475865a7558668b58170fc968bf0,False,271,186,RGB,JPEG,1.456989247311828,b39d990413b7f903,112.76823526299779,97.96881988360023,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_8757.jpg,O_8757.jpg,train,2_Organic,22150,1782418942.0,2026-06-26 03:22:22,62d8d33ea8d706efcd2579727683f266,False,300,168,RGB,JPEG,1.7857142857142858,90cdb3b29b6c205f,154.8005753968254,102.02485862066986,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_8802.jpg,O_8802.jpg,train,2_Organic,28117,1782418942.0,2026-06-26 03:22:22,bf1c99c1018ea7ac418aef800b100652,False,273,185,RGB,JPEG,1.4756756756756757,913f09cb2aa9cd6a,126.0882948882949,87.1202826953439,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_8812.jpg,O_8812.jpg,train,2_Organic,31452,1782418942.0,2026-06-26 03:22:22,42658335164093ce1399225d319d35a0,False,225,225,RGB,JPEG,1.0,9897c9e66a71266a,117.67904526748971,63.03445179223399,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_8820.jpg,O_8820.jpg,train,2_Organic,23092,1782418942.0,2026-06-26 03:22:22,4dd7040a980ed4e12645252b18ecbe40,False,275,183,RGB,JPEG,1.5027322404371584,83f0137dff80a156,131.98875972843186,91.47265543848295,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_8823.jpg,O_8823.jpg,train,2_Organic,25921,1782418942.0,2026-06-26 03:22:22,c6cd856524cb41c37ac95d452fc91a4c,False,254,199,RGB,JPEG,1.2763819095477387,830c9a17a1d39dd7,113.92465608884316,81.53789872730009,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_8837.jpg,O_8837.jpg,train,2_Organic,25256,1782418942.0,2026-06-26 03:22:22,028ddae4ccd5d76d6cd6ae672737de60,False,205,246,RGB,JPEG,0.8333333333333334,8902019e97ff8db6,130.5923061669641,86.47788123910516,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_8864.jpg,O_8864.jpg,train,2_Organic,24749,1782418944.0,2026-06-26 03:22:24,540b88a37429d12d94be2b0665290c1b,False,183,276,RGB,JPEG,0.6630434782608695,8107e34373bf0765,123.72544943375306,101.56699479863097,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_8878.jpg,O_8878.jpg,train,2_Organic,26992,1782418944.0,2026-06-26 03:22:24,3a854d09e7ad80e364e43b5ab82ce597,False,225,225,RGB,JPEG,1.0,80a5759171995bdb,118.05596049382716,95.63803534224787,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_8975.jpg,O_8975.jpg,train,2_Organic,22520,1604328416.0,2020-11-02 21:46:56,5cc88683fae0a9474d724ae37e44a055,False,219,230,RGB,JPEG,0.9521739130434783,fc91bda81b7061c9,214.65128714181722,50.052623847314344,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_8977.jpg,O_8977.jpg,train,2_Organic,29399,1604328416.0,2020-11-02 21:46:56,ac01666d0c9e9fe96649f2232460eb1f,False,243,208,RGB,JPEG,1.1682692307692308,fc28a928ab7c7c2a,148.40373404030814,61.04852930114277,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_915.jpg,O_915.jpg,train,2_Organic,22100,1782418944.0,2026-06-26 03:22:24,048cbc9e19755314296dd3222e6fcd42,False,282,179,RGB,JPEG,1.5754189944134078,d6fccdd11582bc18,112.5847629990623,89.02183892564751,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_9220.jpg,O_9220.jpg,train,2_Organic,29711,1604328416.0,2020-11-02 21:46:56,92993e91642e5b9de6b84d2c9aec6842,False,269,188,RGB,JPEG,1.4308510638297873,9f04ea33b832eb2a,116.35627092725883,86.4300442459775,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_9244.jpg,O_9244.jpg,train,2_Organic,25338,1782418944.0,2026-06-26 03:22:24,c5fed0df81226b5328bc897281c846af,False,256,197,RGB,JPEG,1.299492385786802,bf7a2488da84cd66,141.920995928511,69.71084276678185,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_9245.jpg,O_9245.jpg,train,2_Organic,27264,1604328416.0,2020-11-02 21:46:56,ae1951a2263f383ef9a1b876901dacbf,False,275,183,RGB,JPEG,1.5027322404371584,ff60eb57b48284a8,163.4084716012585,59.478951918434966,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_959.jpg,O_959.jpg,train,2_Organic,26737,1782418946.0,2026-06-26 03:22:26,794d3cac0cc2031849661258566e6fee,False,290,174,RGB,JPEG,1.6666666666666667,83a73a7270b4363d,106.40500066058924,93.41704787902314,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_9752.jpg,O_9752.jpg,train,2_Organic,23779,1782418948.0,2026-06-26 03:22:28,475fa146ffd6e65e8e97ca56982a11c0,False,259,194,RGB,JPEG,1.3350515463917525,c25421e7771d252f,117.70142233544296,105.22623326108051,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_983.jpg,O_983.jpg,train,2_Organic,24631,1782418948.0,2026-06-26 03:22:28,23d54cebb9d34ad897da4875be1f21b8,False,260,194,RGB,JPEG,1.3402061855670102,fc6c6a035799cca1,98.09840734866509,101.00302968164465,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_9931.jpg,O_9931.jpg,train,2_Organic,23721,1782418948.0,2026-06-26 03:22:28,d76a0bac3456495e2cccae69da842432,False,262,192,RGB,JPEG,1.3645833333333333,d1eadc72397ac206,151.66583836938082,86.57265911430584,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_998.jpg,O_998.jpg,train,2_Organic,24803,1782418948.0,2026-06-26 03:22:28,077af161171fd53ee3ae288cdafbfe6c,False,259,194,RGB,JPEG,1.3350515463917525,c94dc697c1e3c658,99.69368042563919,99.70574916259596,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\train\2_Organic\O_9991.jpg,O_9991.jpg,train,2_Organic,27415,1782418948.0,2026-06-26 03:22:28,03a7374c2eb2200b6f94747134c16e8f,False,267,189,RGB,JPEG,1.4126984126984128,b3bfc1814e173856,117.57940140961364,81.67360192886326,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\test\1021.jpg,1021.jpg,test,,25071,1782752596.0,2026-06-30 00:03:16,13fa6552eaadad9987a64dd523e35565,False,275,183,RGB,JPEG,1.5027322404371584,dea1d3d3e8a84623,145.77716178175194,106.71817298102216,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\test\1041.jpg,1041.jpg,test,,5036402,1782752596.0,2026-06-30 00:03:16,dd5cc3ab31939c62f4be8f60871f6ccc,False,3456,4608,RGB,JPEG,0.75,ac54dfcbdad0902a,107.25024399410712,73.19554817663658,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\test\1071.jpg,1071.jpg,test,,23534,1782752596.0,2026-06-30 00:03:16,70a7507ce1e818be22685cfb738ea732,False,283,178,RGB,JPEG,1.5898876404494382,bc226a7aa7253c2d,100.23295086089384,73.68969014768004,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\test\1102.jpg,1102.jpg,test,,27579,1782752596.0,2026-06-30 00:03:16,5491ca7b0765f832aed07b85b3cf4242,False,266,189,RGB,JPEG,1.4074074074074074,d95ebc48cc38cc1d,121.73373910967895,104.36222107336721,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\test\1116.jpg,1116.jpg,test,,144092,1782752596.0,2026-06-30 00:03:16,1b8845059262f12f75dbf1e2d49b9efc,False,800,543,RGB,JPEG,1.4732965009208103,e88687b69c18367b,173.15601365868633,92.34972713881757,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\test\1151.jpg,1151.jpg,test,,23822,1782752596.0,2026-06-30 00:03:16,4e680cfdec21f605ce51393c71a723dd,False,178,284,RGB,JPEG,0.6267605633802817,d38b2b3434f234b9,95.40587909479348,76.42626098679774,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\test\1220.jpg,1220.jpg,test,,1303830,1782752596.0,2026-06-30 00:03:16,d467dfd4ad625e379da43169d71e5ac0,False,3456,4608,RGB,JPEG,0.75,f8a05f9a858e5a9c,92.15300151055733,116.41570338033277,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\test\1244.jpg,1244.jpg,test,,41596,1782752596.0,2026-06-30 00:03:16,2a01cd4ac92074932086bf23217d5fdc,False,550,309,RGB,JPEG,1.779935275080906,d9b6c2c8086f66b6,128.98090026478374,50.34102356348078,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\test\1270.jpg,1270.jpg,test,,23467,1782752596.0,2026-06-30 00:03:16,da6ee0caebc6fd3cc0fd1391a544fa31,False,259,194,RGB,JPEG,1.3350515463917525,ee2cc02c1e6e3cb6,114.24867651156312,103.75181614134404,"size_bytes out of range [-5365.00, 22051.00]"
c:/Github/BDC2026\test\1281.jpg,1281.jpg,test,,3252590,1782752596.0,2026-06-30 00:03:16,6b4ec977f81343533ee8390321bb13af,False,3456,4608,RGB,JPEG,0.75,a1d295687a658f96,119.2848047955046,80.14865694269695,"size_bytes out of range [-5365.00, 22051.00]"
