filepath,filename,partition,label,size_bytes,mod_time,mod_datetime,md5,is_corrupted,width,height,mode,format,aspect_ratio,phash,mean_brightness,std_brightness
c:/Github/BDC2026\train\1_Electronic\Television_272.jpg,Television_272.jpg,train,1_Electronic,2722,1781617542.0,2026-06-16 20:45:42,457c8e5e0117a785df49378fa7f73a5d,False,150,150,RGB,JPEG,1.0,e9699696585e4669,198.10522962962963,82.72057023457585
c:/Github/BDC2026\train\1_Electronic\10.e-waste-pile.jpg,10.e-waste-pile.jpg,train,1_Electronic,102376,1781391456.0,2026-06-14 05:57:36,46a0d88228fc4d048fb28f975ba271ca,False,1204,872,RGB,JPEG,1.3807339449541285,8b34d7569a6ca847,110.89743064657056,67.48328818193318
c:/Github/BDC2026\train\1_Electronic\13.e-waste-pile.jpg,13.e-waste-pile.jpg,train,1_Electronic,102376,1781393644.0,2026-06-14 06:34:04,46a0d88228fc4d048fb28f975ba271ca,False,1204,872,RGB,JPEG,1.3807339449541285,8b34d7569a6ca847,110.89743064657056,67.48328818193318
c:/Github/BDC2026\train\2_Organic\O_4505.jpg,O_4505.jpg,train,2_Organic,10902,1604328410.0,2020-11-02 21:46:50,482ec5efef61c9751ccd2e8c5eaefb36,False,310,163,RGB,JPEG,1.901840490797546,f5ea09a21fa16c39,123.90645161290324,75.58379428305257
c:/Github/BDC2026\test\747.jpg,747.jpg,test,,10902,1782752596.0,2026-06-30 00:03:16,482ec5efef61c9751ccd2e8c5eaefb36,False,310,163,RGB,JPEG,1.901840490797546,f5ea09a21fa16c39,123.90645161290324,75.58379428305257
c:/Github/BDC2026\train\2_Organic\O_4501.jpg,O_4501.jpg,train,2_Organic,9540,1604328410.0,2020-11-02 21:46:50,483a61f13b94a62b4f3221a5f1189c02,False,260,194,RGB,JPEG,1.3402061855670102,deb3ea94e858a0c6,115.50607322231032,55.472226375889505
c:/Github/BDC2026\test\668.jpg,668.jpg,test,,9540,1782752596.0,2026-06-30 00:03:16,483a61f13b94a62b4f3221a5f1189c02,False,260,194,RGB,JPEG,1.3402061855670102,deb3ea94e858a0c6,115.50607322231032,55.472226375889505
c:/Github/BDC2026\train\1_Electronic\635(1).jpeg,635(1).jpeg,train,1_Electronic,58414,1781617028.0,2026-06-16 20:37:08,486b9c1e6e781777707e21fb1d83fabc,False,1152,864,RGB,JPEG,1.3333333333333333,efcfc0c881a399b2,96.736557865012,66.98803144598362
c:/Github/BDC2026\train\1_Electronic\635.jpeg,635.jpeg,train,1_Electronic,58414,1781617028.0,2026-06-16 20:37:08,486b9c1e6e781777707e21fb1d83fabc,False,1152,864,RGB,JPEG,1.3333333333333333,efcfc0c881a399b2,96.736557865012,66.98803144598362
c:/Github/BDC2026\train\2_Organic\O_1726.jpg,O_1726.jpg,train,2_Organic,5811,1604328408.0,2020-11-02 21:46:48,4ab88c4bc12096f13d9637c93648c620,False,275,183,RGB,JPEG,1.5027322404371584,b990c44b9fb46b86,221.10704421261798,45.55809769969903
c:/Github/BDC2026\train\2_Organic\O_589.jpg,O_589.jpg,train,2_Organic,5811,1604328412.0,2020-11-02 21:46:52,4ab88c4bc12096f13d9637c93648c620,False,275,183,RGB,JPEG,1.5027322404371584,b990c44b9fb46b86,221.10704421261798,45.55809769969903
c:/Github/BDC2026\train\2_Organic\O_4693.jpg,O_4693.jpg,train,2_Organic,12571,1604328412.0,2020-11-02 21:46:52,4e1aea70bf4edbfd3827cc4fb10649c4,False,300,168,RGB,JPEG,1.7857142857142858,91a45fe3ee045b19,79.40035052910052,70.91283728187524
c:/Github/BDC2026\test\1380.jpg,1380.jpg,test,,12571,1782752596.0,2026-06-30 00:03:16,4e1aea70bf4edbfd3827cc4fb10649c4,False,300,168,RGB,JPEG,1.7857142857142858,91a45fe3ee045b19,79.40035052910052,70.91283728187524
c:/Github/BDC2026\train\2_Organic\O_4685.jpg,O_4685.jpg,train,2_Organic,10794,1604328412.0,2020-11-02 21:46:52,501ff85596a22c14496c51261cad00c4,False,225,225,RGB,JPEG,1.0,e6e06e8c4abc9963,91.50891193415639,55.640885994980216
c:/Github/BDC2026\test\520.jpg,520.jpg,test,,10794,1782752596.0,2026-06-30 00:03:16,501ff85596a22c14496c51261cad00c4,False,225,225,RGB,JPEG,1.0,e6e06e8c4abc9963,91.50891193415639,55.640885994980216
c:/Github/BDC2026\train\2_Organic\O_4799.jpg,O_4799.jpg,train,2_Organic,6475,1604328412.0,2020-11-02 21:46:52,5167156e9b96b4018118b0ffce328b6d,False,275,183,RGB,JPEG,1.5027322404371584,eab0858f96783966,186.86381851299885,82.1124686983088
c:/Github/BDC2026\test\1442.jpg,1442.jpg,test,,6475,1782752596.0,2026-06-30 00:03:16,5167156e9b96b4018118b0ffce328b6d,False,275,183,RGB,JPEG,1.5027322404371584,eab0858f96783966,186.86381851299885,82.1124686983088
c:/Github/BDC2026\train\2_Organic\O_5064.jpg,O_5064.jpg,train,2_Organic,7529,1604328412.0,2020-11-02 21:46:52,556dd8488fc505fe5330d5f2a3ce67f3,False,300,168,RGB,JPEG,1.7857142857142858,e587986560e3d8f4,144.43204365079364,55.57329855818508
c:/Github/BDC2026\test\240.jpg,240.jpg,test,,7529,1782752596.0,2026-06-30 00:03:16,556dd8488fc505fe5330d5f2a3ce67f3,False,300,168,RGB,JPEG,1.7857142857142858,e587986560e3d8f4,144.43204365079364,55.57329855818508
c:/Github/BDC2026\train\2_Organic\O_10045.jpg,O_10045.jpg,train,2_Organic,12767,1604328404.0,2020-11-02 21:46:44,55b6b8898d9def129c01767e9ec0e28a,False,234,215,RGB,JPEG,1.0883720930232559,efba32c0c894b587,116.73750745378652,70.56737019537809
c:/Github/BDC2026\train\2_Organic\O_10330.jpg,O_10330.jpg,train,2_Organic,12767,1604328406.0,2020-11-02 21:46:46,55b6b8898d9def129c01767e9ec0e28a,False,234,215,RGB,JPEG,1.0883720930232559,efba32c0c894b587,116.73750745378652,70.56737019537809
c:/Github/BDC2026\train\2_Organic\O_4943.jpg,O_4943.jpg,train,2_Organic,15227,1604328412.0,2020-11-02 21:46:52,57abd6f1472de08bd4c8a6b868c421f5,False,259,194,RGB,JPEG,1.3350515463917525,adfab479945681d0,105.05656835038279,71.81089451681338
c:/Github/BDC2026\test\94.jpg,94.jpg,test,,15227,1782752596.0,2026-06-30 00:03:16,57abd6f1472de08bd4c8a6b868c421f5,False,259,194,RGB,JPEG,1.3350515463917525,adfab479945681d0,105.05656835038279,71.81089451681338
c:/Github/BDC2026\train\2_Organic\O_4994.jpg,O_4994.jpg,train,2_Organic,9050,1604328412.0,2020-11-02 21:46:52,5b82002868c865d10a17526e2493baa8,False,183,275,RGB,JPEG,0.6654545454545454,a180dc7eef05f20b,152.81441298228182,72.19539477199241
c:/Github/BDC2026\test\1361.jpg,1361.jpg,test,,9050,1782752596.0,2026-06-30 00:03:16,5b82002868c865d10a17526e2493baa8,False,183,275,RGB,JPEG,0.6654545454545454,a180dc7eef05f20b,152.81441298228182,72.19539477199241
c:/Github/BDC2026\train\2_Organic\O_5000.jpg,O_5000.jpg,train,2_Organic,13100,1604328412.0,2020-11-02 21:46:52,5cd0c9832440fe9991e6b393ef525fca,False,318,159,RGB,JPEG,2.0,8b0e48ee65f719c8,120.21446277177854,77.62341916407223
c:/Github/BDC2026\test\1183.jpg,1183.jpg,test,,13100,1782752596.0,2026-06-30 00:03:16,5cd0c9832440fe9991e6b393ef525fca,False,318,159,RGB,JPEG,2.0,8b0e48ee65f719c8,120.21446277177854,77.62341916407223
c:/Github/BDC2026\train\2_Organic\O_4720.jpg,O_4720.jpg,train,2_Organic,8286,1604328412.0,2020-11-02 21:46:52,5d597368e86ac56c5d6e48bce6be6ecb,False,300,168,RGB,JPEG,1.7857142857142858,efb80e75e09e41c1,144.25452380952382,69.17522121308616
c:/Github/BDC2026\test\1336.jpg,1336.jpg,test,,8286,1782752596.0,2026-06-30 00:03:16,5d597368e86ac56c5d6e48bce6be6ecb,False,300,168,RGB,JPEG,1.7857142857142858,efb80e75e09e41c1,144.25452380952382,69.17522121308616
c:/Github/BDC2026\train\2_Organic\O_4493.jpg,O_4493.jpg,train,2_Organic,10892,1604328410.0,2020-11-02 21:46:50,6033e4ef9d7dba1bd6f08b24b9ea4988,False,183,276,RGB,JPEG,0.6630434782608695,b7cc4893a17ec668,133.74303740661546,55.30862603226992
c:/Github/BDC2026\test\1340.jpg,1340.jpg,test,,10892,1782752596.0,2026-06-30 00:03:16,6033e4ef9d7dba1bd6f08b24b9ea4988,False,183,276,RGB,JPEG,0.6630434782608695,b7cc4893a17ec668,133.74303740661546,55.30862603226992
c:/Github/BDC2026\train\1_Electronic\20.Sampah_Elektronik_1.jpg,20.Sampah_Elektronik_1.jpg,train,1_Electronic,153026,1781125422.0,2026-06-11 04:03:42,625970aa2e6821663923255675afcb66,False,1000,563,RGB,JPEG,1.7761989342806395,a7ac98c967b1bc0a,97.41382001184132,71.88161362031383
c:/Github/BDC2026\train\1_Electronic\7.Sampah_Elektronik_1.jpg,7.Sampah_Elektronik_1.jpg,train,1_Electronic,153026,1781390228.0,2026-06-14 05:37:08,625970aa2e6821663923255675afcb66,False,1000,563,RGB,JPEG,1.7761989342806395,a7ac98c967b1bc0a,97.41382001184132,71.88161362031383
c:/Github/BDC2026\train\2_Organic\O_10316.jpg,O_10316.jpg,train,2_Organic,10681,1604328406.0,2020-11-02 21:46:46,62679eaad00c2efda4058ce52e84ff89,False,259,194,RGB,JPEG,1.3350515463917525,bc9cd209d1a857e9,177.84186469238014,75.25001274362508
c:/Github/BDC2026\train\2_Organic\O_6746.jpg,O_6746.jpg,train,2_Organic,10681,1604328414.0,2020-11-02 21:46:54,62679eaad00c2efda4058ce52e84ff89,False,259,194,RGB,JPEG,1.3350515463917525,bc9cd209d1a857e9,177.84186469238014,75.25001274362508
c:/Github/BDC2026\train\1_Electronic\628(1).jpeg,628(1).jpeg,train,1_Electronic,33880,1781617028.0,2026-06-16 20:37:08,67b4f6f62241aa8988749326f8327b20,False,1152,864,RGB,JPEG,1.3333333333333333,fa998738566a5d82,123.9316764590835,81.40498135024305
c:/Github/BDC2026\train\1_Electronic\628.jpeg,628.jpeg,train,1_Electronic,33880,1781617028.0,2026-06-16 20:37:08,67b4f6f62241aa8988749326f8327b20,False,1152,864,RGB,JPEG,1.3333333333333333,fa998738566a5d82,123.9316764590835,81.40498135024305
c:/Github/BDC2026\train\2_Organic\O_4629.jpg,O_4629.jpg,train,2_Organic,11192,1604328412.0,2020-11-02 21:46:52,6b1ec6ea86ecf2a8ffc02ae4b143a5ef,False,300,168,RGB,JPEG,1.7857142857142858,aa70cd96417bba07,115.02000661375662,55.62822559785267
c:/Github/BDC2026\test\846.jpg,846.jpg,test,,11192,1782752596.0,2026-06-30 00:03:16,6b1ec6ea86ecf2a8ffc02ae4b143a5ef,False,300,168,RGB,JPEG,1.7857142857142858,aa70cd96417bba07,115.02000661375662,55.62822559785267
c:/Github/BDC2026\train\1_Electronic\pcb_113.jpg,pcb_113.jpg,train,1_Electronic,8302,1781617518.0,2026-06-16 20:45:18,6c010811c8f1d9875c6df3e07a78f235,False,150,150,RGB,JPEG,1.0,ae1ad3238d6ad847,133.90792592592592,68.65482030014668
c:/Github/BDC2026\train\1_Electronic\pcb_209.jpg,pcb_209.jpg,train,1_Electronic,8302,1781617520.0,2026-06-16 20:45:20,6c010811c8f1d9875c6df3e07a78f235,False,150,150,RGB,JPEG,1.0,ae1ad3238d6ad847,133.90792592592592,68.65482030014668
c:/Github/BDC2026\train\1_Electronic\Player_45.jpg,Player_45.jpg,train,1_Electronic,4157,1781617530.0,2026-06-16 20:45:30,706703d918dbda0bab7c1422a6b94db9,False,150,150,RGB,JPEG,1.0,bfd2c049c33fc660,190.00685925925927,78.29498445527138
c:/Github/BDC2026\test\979.jpg,979.jpg,test,,4157,1782752596.0,2026-06-30 00:03:16,706703d918dbda0bab7c1422a6b94db9,False,150,150,RGB,JPEG,1.0,bfd2c049c33fc660,190.00685925925927,78.29498445527138
c:/Github/BDC2026\train\2_Organic\O_4487.jpg,O_4487.jpg,train,2_Organic,8607,1604328410.0,2020-11-02 21:46:50,70787e8ea41724306dacffbae76159b6,False,279,180,RGB,JPEG,1.55,a8d6a6d30790ce3d,180.10129430505776,65.35215392338038
c:/Github/BDC2026\test\1433.jpg,1433.jpg,test,,8607,1782752596.0,2026-06-30 00:03:16,70787e8ea41724306dacffbae76159b6,False,279,180,RGB,JPEG,1.55,a8d6a6d30790ce3d,180.10129430505776,65.35215392338038
c:/Github/BDC2026\train\2_Organic\O_4640.jpg,O_4640.jpg,train,2_Organic,6799,1604328412.0,2020-11-02 21:46:52,71648ce6092e9ded22e70ab636c5b26d,False,282,179,RGB,JPEG,1.5754189944134078,eab9d2ac0de28ca6,185.7098009693992,41.69711164379063
c:/Github/BDC2026\test\231.jpg,231.jpg,test,,6799,1782752596.0,2026-06-30 00:03:16,71648ce6092e9ded22e70ab636c5b26d,False,282,179,RGB,JPEG,1.5754189944134078,eab9d2ac0de28ca6,185.7098009693992,41.69711164379063
c:/Github/BDC2026\train\2_Organic\O_1328.jpg,O_1328.jpg,train,2_Organic,18930,1604328408.0,2020-11-02 21:46:48,7210049f55c62f427995ef2cdf5d7a47,False,224,225,RGB,JPEG,0.9955555555555555,cf8dc2f1f4a78a40,179.79593915343915,86.07144039042572
c:/Github/BDC2026\train\2_Organic\O_702.jpg,O_702.jpg,train,2_Organic,18930,1604328414.0,2020-11-02 21:46:54,7210049f55c62f427995ef2cdf5d7a47,False,224,225,RGB,JPEG,0.9955555555555555,cf8dc2f1f4a78a40,179.79593915343915,86.07144039042572
c:/Github/BDC2026\train\2_Organic\O_4731.jpg,O_4731.jpg,train,2_Organic,10888,1604328412.0,2020-11-02 21:46:52,7236cec5f98aa78c5a046dfec4efe9d1,False,275,183,RGB,JPEG,1.5027322404371584,bb94c44bc633339c,191.84717337307504,78.5387645551127
c:/Github/BDC2026\test\168.jpg,168.jpg,test,,10888,1782752596.0,2026-06-30 00:03:16,7236cec5f98aa78c5a046dfec4efe9d1,False,275,183,RGB,JPEG,1.5027322404371584,bb94c44bc633339c,191.84717337307504,78.5387645551127
c:/Github/BDC2026\train\0_Recyclable\R_8577.jpg,R_8577.jpg,train,0_Recyclable,4918,1604328424.0,2020-11-02 21:47:04,793daccac5f6354f2b2865ce9369edd4,False,225,225,RGB,JPEG,1.0,beb59cc8c13cc16a,239.74714074074075,50.93602671734967
c:/Github/BDC2026\train\0_Recyclable\R_9410.jpg,R_9410.jpg,train,0_Recyclable,4918,1604328424.0,2020-11-02 21:47:04,793daccac5f6354f2b2865ce9369edd4,False,225,225,RGB,JPEG,1.0,beb59cc8c13cc16a,239.74714074074075,50.93602671734967
c:/Github/BDC2026\train\0_Recyclable\R_1277.jpg,R_1277.jpg,train,0_Recyclable,9739,1604328416.0,2020-11-02 21:46:56,79bd35d90c441cc30c504a386c74602c,False,205,246,RGB,JPEG,0.8333333333333334,e3c89d93231cb6b1,138.28701830920747,57.169941707617966
c:/Github/BDC2026\train\0_Recyclable\R_38.jpg,R_38.jpg,train,0_Recyclable,9739,1604328420.0,2020-11-02 21:47:00,79bd35d90c441cc30c504a386c74602c,False,205,246,RGB,JPEG,0.8333333333333334,e3c89d93231cb6b1,138.28701830920747,57.169941707617966
c:/Github/BDC2026\train\2_Organic\O_4500.jpg,O_4500.jpg,train,2_Organic,6554,1604328410.0,2020-11-02 21:46:50,79de262dcf720aa6e9a4b686a0ea77b0,False,326,155,RGB,JPEG,2.1032258064516127,e49896699ae59966,199.58884491061417,73.82341189002813
c:/Github/BDC2026\test\421.jpg,421.jpg,test,,6554,1782752596.0,2026-06-30 00:03:16,79de262dcf720aa6e9a4b686a0ea77b0,False,326,155,RGB,JPEG,2.1032258064516127,e49896699ae59966,199.58884491061417,73.82341189002813
c:/Github/BDC2026\train\2_Organic\O_4801.jpg,O_4801.jpg,train,2_Organic,10804,1604328412.0,2020-11-02 21:46:52,7ae86618ea239cc341a40c77f1bb421c,False,276,183,RGB,JPEG,1.5081967213114753,eca1a75c9bd06263,160.374138750297,74.20600881595337
c:/Github/BDC2026\test\538.jpg,538.jpg,test,,10804,1782752596.0,2026-06-30 00:03:16,7ae86618ea239cc341a40c77f1bb421c,False,276,183,RGB,JPEG,1.5081967213114753,eca1a75c9bd06263,160.374138750297,74.20600881595337
c:/Github/BDC2026\train\2_Organic\O_4515.jpg,O_4515.jpg,train,2_Organic,12082,1604328410.0,2020-11-02 21:46:50,7b3cc4155a92aac452554046d36083b1,False,275,183,RGB,JPEG,1.5027322404371584,96b12a5b8764f952,128.35319754926311,59.501560832477224
c:/Github/BDC2026\test\765.jpg,765.jpg,test,,12082,1782752596.0,2026-06-30 00:03:16,7b3cc4155a92aac452554046d36083b1,False,275,183,RGB,JPEG,1.5027322404371584,96b12a5b8764f952,128.35319754926311,59.501560832477224
c:/Github/BDC2026\train\1_Electronic\12.scrap-yard-electronic-waste-for-recycling-with-selective-focus-electronic-aluminium-waste-2BWXNJG.jpg,12.scrap-yard-electronic-waste-for-recycling-with-selective-focus-electronic-aluminium-waste-2BWXNJG.jpg,train,1_Electronic,277557,1781392412.0,2026-06-14 06:13:32,7bd46f926dd27f5969b660ccf8c82245,False,1300,956,RGB,JPEG,1.3598326359832635,a6a45dd1639a6ec1,85.46574080034331,63.78514430632517
c:/Github/BDC2026\train\1_Electronic\5.scrap-yard-electronic-waste-for-recycling-with-selective-focus-electronic-aluminium-waste-2BWXNJG.jpg,5.scrap-yard-electronic-waste-for-recycling-with-selective-focus-electronic-aluminium-waste-2BWXNJG.jpg,train,1_Electronic,277557,1781392762.0,2026-06-14 06:19:22,7bd46f926dd27f5969b660ccf8c82245,False,1300,956,RGB,JPEG,1.3598326359832635,a6a45dd1639a6ec1,85.46574080034331,63.78514430632517
c:/Github/BDC2026\train\1_Electronic\18.growing-problem-ewast.2e16d0ba.fill-1200x628.format-jpeg.jpg,18.growing-problem-ewast.2e16d0ba.fill-1200x628.format-jpeg.jpg,train,1_Electronic,144723,1781406022.0,2026-06-14 10:00:22,7d9042b2257afba17734f50c521792e7,False,934,488,RGB,JPEG,1.9139344262295082,b5eaac90995e0ce6,136.20897324510597,72.82250416239592
c:/Github/BDC2026\train\1_Electronic\6.growing-problem-ewast.2e16d0ba.fill-1200x628.format-jpeg.jpg,6.growing-problem-ewast.2e16d0ba.fill-1200x628.format-jpeg.jpg,train,1_Electronic,144723,1781391442.0,2026-06-14 05:57:22,7d9042b2257afba17734f50c521792e7,False,934,488,RGB,JPEG,1.9139344262295082,b5eaac90995e0ce6,136.20897324510597,72.82250416239592
c:/Github/BDC2026\train\2_Organic\O_4866.jpg,O_4866.jpg,train,2_Organic,6009,1604328412.0,2020-11-02 21:46:52,7e6508b9622e848432700d4d5b0e910e,False,274,184,RGB,JPEG,1.4891304347826086,910837a7877ba03f,77.49507431503226,44.480547000603536
c:/Github/BDC2026\test\291.jpg,291.jpg,test,,6009,1782752596.0,2026-06-30 00:03:16,7e6508b9622e848432700d4d5b0e910e,False,274,184,RGB,JPEG,1.4891304347826086,910837a7877ba03f,77.49507431503226,44.480547000603536
c:/Github/BDC2026\train\2_Organic\O_117.jpg,O_117.jpg,train,2_Organic,4104,1604328406.0,2020-11-02 21:46:46,829d527a7990e15e987a0ebd27a83c16,False,269,187,RGB,JPEG,1.4385026737967914,afc89425cb3f3832,144.33070923536698,101.57053119652174
c:/Github/BDC2026\train\2_Organic\O_1419.jpg,O_1419.jpg,train,2_Organic,4104,1604328408.0,2020-11-02 21:46:48,829d527a7990e15e987a0ebd27a83c16,False,269,187,RGB,JPEG,1.4385026737967914,afc89425cb3f3832,144.33070923536698,101.57053119652174
c:/Github/BDC2026\train\2_Organic\O_1521.jpg,O_1521.jpg,train,2_Organic,8318,1604328408.0,2020-11-02 21:46:48,82a5309bd8d3c8bcc37ae73c12444c13,False,225,225,RGB,JPEG,1.0,ea85941a91699f6d,190.29842304526747,73.9942189116719
c:/Github/BDC2026\train\2_Organic\O_89.jpg,O_89.jpg,train,2_Organic,8318,1604328416.0,2020-11-02 21:46:56,82a5309bd8d3c8bcc37ae73c12444c13,False,225,225,RGB,JPEG,1.0,ea85941a91699f6d,190.29842304526747,73.9942189116719
c:/Github/BDC2026\train\2_Organic\O_4610.jpg,O_4610.jpg,train,2_Organic,14247,1604328412.0,2020-11-02 21:46:52,82c10b29c02293876d95f515dbab25bf,False,183,275,RGB,JPEG,0.6654545454545454,900b936fc9dc3c4d,98.5233780427223,66.7917440705234
c:/Github/BDC2026\test\287.jpg,287.jpg,test,,14247,1782752596.0,2026-06-30 00:03:16,82c10b29c02293876d95f515dbab25bf,False,183,275,RGB,JPEG,0.6654545454545454,900b936fc9dc3c4d,98.5233780427223,66.7917440705234
c:/Github/BDC2026\train\1_Electronic\Mouse_162.jpg,Mouse_162.jpg,train,1_Electronic,2827,1781617514.0,2026-06-16 20:45:14,82e30b307d16579eb61997e5be841b2f,False,150,150,RGB,JPEG,1.0,cab5926a855a67a5,229.48435555555557,29.682749489502523
c:/Github/BDC2026\train\1_Electronic\Mouse_210.jpg,Mouse_210.jpg,train,1_Electronic,2827,1781617516.0,2026-06-16 20:45:16,82e30b307d16579eb61997e5be841b2f,False,150,150,RGB,JPEG,1.0,cab5926a855a67a5,229.48435555555557,29.682749489502523
c:/Github/BDC2026\train\2_Organic\O_4736.jpg,O_4736.jpg,train,2_Organic,9704,1604328412.0,2020-11-02 21:46:52,855c01a2f86c8aba381279cdbf9a9dc6,False,195,258,RGB,JPEG,0.7558139534883721,af8787218e83dce8,151.9642814549791,81.07957537517508
c:/Github/BDC2026\test\1381.jpg,1381.jpg,test,,9704,1782752596.0,2026-06-30 00:03:16,855c01a2f86c8aba381279cdbf9a9dc6,False,195,258,RGB,JPEG,0.7558139534883721,af8787218e83dce8,151.9642814549791,81.07957537517508
c:/Github/BDC2026\train\2_Organic\O_4506.jpg,O_4506.jpg,train,2_Organic,7953,1604328410.0,2020-11-02 21:46:50,85fa315a3fa493a8ba5630f53ec21d1a,False,275,183,RGB,JPEG,1.5027322404371584,d10f7e314f436564,106.4989501573108,50.57394420004099
c:/Github/BDC2026\test\1078.jpg,1078.jpg,test,,7953,1782752596.0,2026-06-30 00:03:16,85fa315a3fa493a8ba5630f53ec21d1a,False,275,183,RGB,JPEG,1.5027322404371584,d10f7e314f436564,106.4989501573108,50.57394420004099
c:/Github/BDC2026\train\2_Organic\O_4695.jpg,O_4695.jpg,train,2_Organic,16841,1604328412.0,2020-11-02 21:46:52,86573074357dd287056d1e33be847755,False,267,189,RGB,JPEG,1.4126984126984128,9052392bff63b01b,86.18485491019823,68.75934990857941
c:/Github/BDC2026\test\1164.jpg,1164.jpg,test,,16841,1782752596.0,2026-06-30 00:03:16,86573074357dd287056d1e33be847755,False,267,189,RGB,JPEG,1.4126984126984128,9052392bff63b01b,86.18485491019823,68.75934990857941
c:/Github/BDC2026\train\2_Organic\O_1488.jpg,O_1488.jpg,train,2_Organic,5406,1604328408.0,2020-11-02 21:46:48,870d9059440f7f23c8d1a9e60e611bcb,False,275,183,RGB,JPEG,1.5027322404371584,fb85654ab14d3a46,180.92865706242756,58.5941245429039
c:/Github/BDC2026\train\2_Organic\O_310.jpg,O_310.jpg,train,2_Organic,5406,1604328410.0,2020-11-02 21:46:50,870d9059440f7f23c8d1a9e60e611bcb,False,275,183,RGB,JPEG,1.5027322404371584,fb85654ab14d3a46,180.92865706242756,58.5941245429039
c:/Github/BDC2026\train\2_Organic\O_4498.jpg,O_4498.jpg,train,2_Organic,4271,1604328410.0,2020-11-02 21:46:50,8945dc454e857c01d827b2476d634af2,False,299,169,RGB,JPEG,1.7692307692307692,ac93c4639b4dcc6c,145.84538204270646,55.615296061594414
c:/Github/BDC2026\test\1173.jpg,1173.jpg,test,,4271,1782752596.0,2026-06-30 00:03:16,8945dc454e857c01d827b2476d634af2,False,299,169,RGB,JPEG,1.7692307692307692,ac93c4639b4dcc6c,145.84538204270646,55.615296061594414
c:/Github/BDC2026\train\2_Organic\O_4567.jpg,O_4567.jpg,train,2_Organic,10705,1604328412.0,2020-11-02 21:46:52,8b301f5175c3ce6f1d392095d3349f9f,False,201,251,RGB,JPEG,0.8007968127490039,ab0fdcfcb020c2d3,184.44551478992818,71.81181898313714
c:/Github/BDC2026\test\54.jpg,54.jpg,test,,10705,1782752596.0,2026-06-30 00:03:16,8b301f5175c3ce6f1d392095d3349f9f,False,201,251,RGB,JPEG,0.8007968127490039,ab0fdcfcb020c2d3,184.44551478992818,71.81181898313714
c:/Github/BDC2026\train\2_Organic\O_4594.jpg,O_4594.jpg,train,2_Organic,11166,1604328412.0,2020-11-02 21:46:52,8b8208e5c8e0242b43e2085da31de734,False,263,192,RGB,JPEG,1.3697916666666667,bf31e0c0c61b63c7,156.265334547951,76.65439583550237
c:/Github/BDC2026\test\1305.jpg,1305.jpg,test,,11166,1782752596.0,2026-06-30 00:03:16,8b8208e5c8e0242b43e2085da31de734,False,263,192,RGB,JPEG,1.3697916666666667,bf31e0c0c61b63c7,156.265334547951,76.65439583550237
c:/Github/BDC2026\train\2_Organic\O_4574.jpg,O_4574.jpg,train,2_Organic,8555,1604328412.0,2020-11-02 21:46:52,8cdbb86080f5466542d72047958cd4c9,False,286,176,RGB,JPEG,1.625,fb8bcc32c4b126b1,186.63513191354102,92.4181438524263
c:/Github/BDC2026\test\289.jpg,289.jpg,test,,8555,1782752596.0,2026-06-30 00:03:16,8cdbb86080f5466542d72047958cd4c9,False,286,176,RGB,JPEG,1.625,fb8bcc32c4b126b1,186.63513191354102,92.4181438524263
c:/Github/BDC2026\train\2_Organic\O_4620.jpg,O_4620.jpg,train,2_Organic,10694,1604328412.0,2020-11-02 21:46:52,934ae1a85a11e9edddb4def384f9ef24,False,225,225,RGB,JPEG,1.0,e0d2ebc2e11db1b4,130.57343209876544,56.23761564282825
c:/Github/BDC2026\test\1454.jpg,1454.jpg,test,,10694,1782752596.0,2026-06-30 00:03:16,934ae1a85a11e9edddb4def384f9ef24,False,225,225,RGB,JPEG,1.0,e0d2ebc2e11db1b4,130.57343209876544,56.23761564282825
c:/Github/BDC2026\train\2_Organic\O_1485.jpg,O_1485.jpg,train,2_Organic,7845,1604328408.0,2020-11-02 21:46:48,93f8ac78440583d420b74c9767852333,False,225,224,RGB,JPEG,1.0044642857142858,e79e9c8899316666,222.63025793650795,47.68961120629376
c:/Github/BDC2026\train\2_Organic\O_315.jpg,O_315.jpg,train,2_Organic,7845,1604328410.0,2020-11-02 21:46:50,93f8ac78440583d420b74c9767852333,False,225,224,RGB,JPEG,1.0044642857142858,e79e9c8899316666,222.63025793650795,47.68961120629376
c:/Github/BDC2026\train\1_Electronic\Mouse_189.jpg,Mouse_189.jpg,train,1_Electronic,2595,1781617554.0,2026-06-16 20:45:54,94091af07bc93e789f904227d2440563,False,150,150,RGB,JPEG,1.0,b466d2938d99b4b4,225.71942222222222,42.974166751798045
c:/Github/BDC2026\train\1_Electronic\Mouse_213.jpg,Mouse_213.jpg,train,1_Electronic,2595,1781617516.0,2026-06-16 20:45:16,94091af07bc93e789f904227d2440563,False,150,150,RGB,JPEG,1.0,b466d2938d99b4b4,225.71942222222222,42.974166751798045
c:/Github/BDC2026\train\1_Electronic\Mouse_150.jpg,Mouse_150.jpg,train,1_Electronic,2723,1781617552.0,2026-06-16 20:45:52,95a3fa1c097bc226100e34768e904fbd,False,150,150,RGB,JPEG,1.0,e2dc8529de27d027,218.4122074074074,45.49227234570552
